,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
875,61225,1750906417257571072,CarlosMaslaton,"Hoy es un gran día para Israel. Además de la sentencia provisional de la Corte Internacional de Justicia que permite seguir la guerra en Gaza, la Agencia de la ONU para los refugiados palestinos debió despedir a 12 empleados que participaron en el secuestro, violación y matanza de judíos el 7/10/2023. Además, Estados Unidos dispuso recién suspender el financiamiento de UNRWA.",Argentina,Carlos Maslatón,AR,2024-01-26 12:39:54,2024-01-26,1900-01-01 15:39:54,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
876,61318,1750906232242577920,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino. https://t.co/rkCHo13am4",Argentina,Ser Fab Sal,AR,2024-01-26 12:39:10,2024-01-26,1900-01-01 15:39:10,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
877,61411,1750906132686651904,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino. https://t.co/pjypSPuZUf",Argentina,Ser Fab Sal,AR,2024-01-26 12:38:46,2024-01-26,1900-01-01 15:38:46,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
878,61504,1750905995717423104,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino. https://t.co/EKyWBHrPHd",Argentina,Ser Fab Sal,AR,2024-01-26 12:38:14,2024-01-26,1900-01-01 15:38:14,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
879,61597,1750905628409597952,IlonaBalazs1,"Pero igual la corte internacional emitió un fallo, no impuso que Israel parara la guerra, hay pruebas que demuestran que Hamas es un peligro para Gaza, que realmente no les interesa su población. Nadie quiere otra Siri, otro Irak, otro Yemen",sin ubicación,Ilona Balazs,sin ubicación,2024-01-26 16:36:46,2024-01-26,1900-01-01 15:36:46,enero,2024,26,viernes,Tarde,,,Negativo
880,61598,1750905511954756096,pahhhularroyo,"https://t.co/a8NaTdMWjZ ""la guerra contra Gaza será la tumba de la hegemonía occidental sobre el mundo: “Al apoyar las atrocidades de Israel en Gaza, Occidente arruinó lo que quedaba de su credibilidad y llevó la crisis del orden internacional regulado a un punto sin retorno”.",España,Paula Arroyo,ES,2024-01-26 16:36:18,2024-01-26,1900-01-01 15:36:18,enero,2024,26,viernes,Tarde,40.0,-4.0,Negativo
881,61823,1750905469554541056,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino. https://t.co/M3XAwhyWWL",Argentina,Ser Fab Sal,AR,2024-01-26 12:36:08,2024-01-26,1900-01-01 15:36:08,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
882,61916,1750905071963913984,LuigiDias5,"Entiendo su indignación, Marcia, pero Israel concluyó su retirada de Gaza en 2005, terminando una ocupación de 38 años, que comenzó en la guerra de seis días en 1967.",Brasil,Luigi Dias,BR,2024-01-26 13:34:34,2024-01-26,1900-01-01 15:34:34,enero,2024,26,viernes,Tarde,-10.0,-55.0,Neutral
883,62111,1750904946365435904,harveyautonomo,"La Corte Internacional de Justicia pide a Israel frenar la ""tragedia"" en Gaza y asegurar la llegada de ayuda humanitaria.
El presidente del Gobierno, Pedro Sánchez garantiza que España seguirá ""defendiendo la paz y el fin de la guerra"" via  https://t.co/JcV4oLuwkG",sin ubicación,Harvey,sin ubicación,2024-01-26 16:34:04,2024-01-26,1900-01-01 15:34:04,enero,2024,26,viernes,Tarde,,,Neutral
884,62112,1750904848004879104,SergioSalgadoPO,"haciendo gala de cinismo, como todo el sionismo, en un acto que es una verdadera impostura. Recostarse en un Holocausto para apoyar el holocausto de la guerra y del terrorismo del Estado de  contra  y el pueblo palestino.",Argentina,Ser Fab Sal,AR,2024-01-26 12:33:40,2024-01-26,1900-01-01 15:33:40,enero,2024,26,viernes,Tarde,-34.0,-64.0,Neutral
885,62205,1750904790672944896,SefarditaDe,"El Tribunal de Injusticia de la Haya no puede parar la guerra contra Hamás en Gaza https://t.co/PTr9G8Tdpp a través de  Hoy en directo 26 de enero, 2024. A las 19:00 horas en España, hora de Israel 20:00, hora de Argentina 15:00, Hora de Florida 14:00",España,Comunidad de Fe Labranza de Dios,ES,2024-01-26 16:33:26,2024-01-26,1900-01-01 15:33:26,enero,2024,26,viernes,Tarde,40.0,-4.0,Negativo
886,62430,1750904444089156096,LevySallahK,"La agencia de ayuda de la ONU investiga a los empleados presuntos de participación en ataques contra Israel.
Los agentes estarían involucrados en la acción de Hamas el 7 de octubre que generó la guerra en Gaza.https://t.co/3qv0hmo8qx",Uruguay,ᒪᕮⅤϒ,UY,2024-01-26 12:32:04,2024-01-26,1900-01-01 15:32:04,enero,2024,26,viernes,Tarde,-33.0,-56.0,Neutral
887,62448,1750904308428677120,vozdassombrass,"Ayer, vi un extracto del tipo ""sala de guerra"" sobre IGM, en ""Intelligence Ltda"".Habló de brutalidad NZST ""atacando a civiles y áreas residenciales"" y otras cosas, y solo recordé las imágenes de Gaza, para la acción de Israel, que él apoya.

Divertido...

https://t.co/h6dh1qcq7p",sin ubicación,TRABALHISMO p/ salvar o 🇧🇷,sin ubicación,2024-01-26 16:31:32,2024-01-26,1900-01-01 15:31:32,enero,2024,26,viernes,Tarde,,,Positivo
888,62449,1750904304263746048,JoseIrodrigo,"El Tribunal de Injusticia de la Haya no puede parar la guerra contra Hamás en Gaza https://t.co/bS5jWrt9U9 a través de  Hoy en directo 26 de enero, 2024. A las 19:00 horas en España, hora de Israel 20:00, hora de Argentina 15:00, Hora de Florida 14:00",España,José I. Rodríguez,ES,2024-01-26 16:31:31,2024-01-26,1900-01-01 15:31:31,enero,2024,26,viernes,Tarde,40.0,-4.0,Negativo
889,62674,1750903799714131968,veremaire,Clapés ha estado hablando de la guerra entre Israel y Gaza ... eso es como una guerra entre España y la provincia de Girona ... ¿entendemos?¡Es un genocidio!,sin ubicación,Xevi_veremaire #RiseUp4Rojava,sin ubicación,2024-01-26 16:29:30,2024-01-26,1900-01-01 15:29:30,enero,2024,26,viernes,Tarde,,,Positivo
890,62675,1750903613893878016,andyzenfire1,"Dicen: Netanyahu a la Corte Internacional de Justicia: ""Continuaremos la guerra en Gaza.

//
Normal

ISRAEL pertenece a las 9 naciones intocables. Y es una nación con agallas, quieren obligarla hacer algo, pues vayan personalmente, de a uno o varios.

Para ver q dicen.

Jericooo",sin ubicación,ANDYZENFIRE,sin ubicación,2024-01-26 16:28:46,2024-01-26,1900-01-01 15:28:46,enero,2024,26,viernes,Tarde,,,Neutral
891,62676,1724126592350248960,andyzenfire1,"ISRAEL tiene uno de los arsenales de misiles tecnológicamente más avanzados de Oriente Medio.

POPEYE, DELILAH, EXTRA, LORA, GABRIEL Y LOS JERICÓ I, II, III 

Recién se dan cuenta que es intocable.

see more: https://t.co/bv54raE6pr https://t.co/7UuOsmPIW3",sin ubicación,ANDYZENFIRE,sin ubicación,2023-11-13 19:06:26,2023-11-13,1900-01-01 18:06:26,noviembre,2023,13,lunes,Noche,,,Neutral
892,62677,1750903292798841088,andyzenfire1,"Dicen: Netanyahu a la Corte Internacional de Justicia: ""Continuaremos la guerra en Gaza. 

//
Normal

ISRAEL pertenece a las 9 naciones intocables. Y es una nación con agallas,quieren obligarla hacer algo,pues vayan personalmente,de a uno o varios.  
Para ver que dicen.
JERICooo",sin ubicación,ANDYZENFIRE,sin ubicación,2024-01-26 16:27:29,2024-01-26,1900-01-01 15:27:29,enero,2024,26,viernes,Tarde,,,Neutral
893,62678,1724127855993381120,andyzenfire1,"Pueden decir lo que quiera, pensar lo que quiera, que son buenos o malos ...da igual...tienen ese PLUS+ ...que les hace super hiper especiales... De todas las naciones del mundo inscritas en las NACI0NES UNIDAS son 9 las naciones q son intocables...ni entre ellas se tocan.
ISRAEL",sin ubicación,ANDYZENFIRE,sin ubicación,2023-11-13 19:11:28,2023-11-13,1900-01-01 18:11:28,noviembre,2023,13,lunes,Noche,,,Positivo
894,62679,1750902880842780928,andyzenfire1,"Dicen: Netanyahu a la Corte Internacional de Justicia: ""Continuaremos la guerra en Gaza.

//

Normal, 

ISRAEL pertenece a las 9 naciones intocables.
Y es una nación con agallas, quieren obligarla hacer algo, pues vayan personalmente, de a uno o varios. 
Para ver que dicen.",sin ubicación,ANDYZENFIRE,sin ubicación,2024-01-26 16:25:51,2024-01-26,1900-01-01 15:25:51,enero,2024,26,viernes,Tarde,,,Neutral
895,62680,1590745352826917120,andyzenfire1,"Estás son las 9 naciones del mundo que son intocables. No precisamente porque se les ve bonitas o son centros de luz del mundo. Sino porque tienen ese algo que no sé, pero que no sabemos, ¿que será o no será?... pero q tú lo sabes.

Information thanks to...",sin ubicación,ANDYZENFIRE,sin ubicación,2022-11-10 17:37:01,2022-11-10,1900-01-01 16:37:01,noviembre,2022,10,jueves,Tarde,,,Negativo
896,62681,1750902730539820032,marcecake,"Guerra entre Israel y Gaza, en directo | El Tribunal de la ONU evita pedir un alto el fuego en Gaza, pero reclama a Israel que tome medidas para impedir un genocidio https://t.co/7K1RfA3qZZ vía",Chile,Marce Cabezas Keller,CL,2024-01-26 12:25:15,2024-01-26,1900-01-01 15:25:15,enero,2024,26,viernes,Tarde,-30.0,-71.0,Neutral
897,62731,1750902218964827904,NICHEVEN1,"Información que no muestran la mayoría de medios respecto a la guerra en Gaza.

Hamás Israel Genocidio Tiburones Campeones LVBP No Va",Venezuela,Ruben Gomez,VE,2024-01-26 11:23:13,2024-01-26,1900-01-01 15:23:13,enero,2024,26,viernes,Tarde,8.0,-66.0,Negativo
898,62780,1750862230218800896,aapayes,"Impactante:
Eliminado el periodista que filtró la información sobre las pérdidas del Angry Army, las cifras  las filtró hace unos días, el alto mando militar sionista mostraron su inconformidad. 

El número real de las pérdidas en el ejercicio sionista:
8435 Israelí.902 Francés.1.385 estadounidenses asesinados.79 muertos en Ritani.48 muertos  Italianos.62 mercenarios, indios y otros.",Canada,aapayés,CA,2024-01-26 09:14:19,2024-01-26,1900-01-01 12:44:19,enero,2024,26,viernes,Tarde,60.0,-95.0,Negativo
899,62830,1750901574891646976,PVerde79,"No es una guerra ya llegados a este punto, Israel está haciendo básicamente un genocidio y una limpieza étnica en gaza, bombardeando civiles y a cualquier periodista que se digne a hablar de ello",sin ubicación,konan ∆,sin ubicación,2024-01-26 16:20:40,2024-01-26,1900-01-01 15:20:40,enero,2024,26,viernes,Tarde,,,Negativo
900,62831,1750900980256846080,I316556015I,"Ya
""Celebramos"" pero Sánchez d PXXE como presidente del Gobierno NO s unió a la denuncia d Sudáfrica contra el genocidio d Israel sobre Gaza
""Seguiremos defendiendo la paz"" pero financiando la guerra comprando y vendiendo armas a Israel y ni una medida contra el asesino Netanyahu",sin ubicación,idoia,sin ubicación,2024-01-26 16:18:18,2024-01-26,1900-01-01 15:18:18,enero,2024,26,viernes,Tarde,,,Negativo
901,62832,1750900917501637120,AliciaSalgadoMX,"El máximo tribunal de la  instó a a hacer todo lo posible para impedir el ""genocidio"" en la Franja de  en su guerra contra  pero no ordenó un alto el fuego, lo que generó gran polémica a nivel mundial.  
https://t.co/du4KWZJDXW",sin ubicación,Alicia Salgado,sin ubicación,2024-01-26 16:18:03,2024-01-26,1900-01-01 15:18:03,enero,2024,26,viernes,Tarde,,,Negativo
902,62833,1750900552848817920,Elias_Cabeza,"El Primer Ministro de Israel, Netanyahu, desafía a la Corte Internacional de Justicia: “Continuaremos la guerra en Gaza”. https://t.co/WkYlEtEDCX",Rusia,Elías ɐzǝqɐɔ ®,RU,2024-01-26 17:16:36,2024-01-26,1900-01-01 15:16:36,enero,2024,26,viernes,Tarde,60.0,100.0,Neutral
903,62835,1750900507693010944,JuanJose_SAMA,"|| Suman más de 26 mil muertos en la Franja de Gaza por la guerra entre Israel y Hamás
https://t.co/2UrlytDyb9 https://t.co/Y6CY7wav3Q",México,Salas_Mancinas,MX,2024-01-26 09:16:25,2024-01-26,1900-01-01 15:16:25,enero,2024,26,viernes,Tarde,23.0,-102.0,Neutral
904,62921,1750900370216215040,Ricky89841208,"Guerra Israel | Hamas¡ Ya Es Hora Que Liberen Los Rehenes !

      
 https://t.co/tNbbE1TqKN",United States,Ricky_Media 🫡🇵🇷🇺🇸,US,2024-01-26 10:15:53,2024-01-26,1900-01-01 15:15:53,enero,2024,26,viernes,Tarde,38.0,-97.0,Neutral
905,63003,1750900348410109952,ExpansionMx,"Corte Internacional pide a Israel evitar genocidio en Gaza, pero la guerra sigue

Sin pedir alto al fuego, el tribunal de la ONU exige que las fuerzas israelíes eviten a toda costa actos de genocidio en su guerra contra Hamás, pero no pide un alto al fuego. https://t.co/eiFTNCatQ9",México,Expansión,MX,2024-01-26 09:15:47,2024-01-26,1900-01-01 15:15:47,enero,2024,26,viernes,Tarde,23.0,-102.0,Negativo
906,63089,1750900109275972096,BarnatanMR,"Guerra entre Israel y Gaza, en directo | El Tribunal de la ONU evita pedir un alto el fuego en Gaza, pero reclama a Israel que tome medidas para impedir un genocidio https://t.co/ysPYlQcy35 a través de",España,Marcos-Ricardo Barnatán,ES,2024-01-26 16:14:50,2024-01-26,1900-01-01 15:14:50,enero,2024,26,viernes,Tarde,40.0,-4.0,Neutral
907,63314,1750899843197760000,FernandoCorreaJ,"Guerra entre Israel y Gaza, en directo | El Tribunal de la ONU evita pedir un alto el fuego en Gaza, pero reclama a Israel que tome medidas para impedir un genocidio https://t.co/BotwXwa17I vía",Panamá,Fernando C. Correa Jolly,PA,2024-01-26 10:13:47,2024-01-26,1900-01-01 15:13:47,enero,2024,26,viernes,Tarde,9.0,-80.0,Neutral
908,63324,1750899699396070912,newflash2010,"Israel considera q la sentencia de la CIJ es un rechazo al ""intento de despojar a Israel del derecho a defenderse"" y rechaza acusación de Sudáfrica x genocidio en Gaza, donde han muerto 26.083 personas y 64.487 heridos. Dijo q Israel se enfrenta a ""una guerra como ninguna otra"". https://t.co/yoE3B1vIQk",Sudán,FLASH,SD,2024-01-26 17:13:13,2024-01-26,1900-01-01 15:13:13,enero,2024,26,viernes,Tarde,15.0,30.0,Neutral
909,63325,1750899686376907008,ElFinanciero_Mx,"El presidente sudafricano, Cyril Ramaphosa, y el embajador de Palestina en  Bassam Elhussiny, reaccionaron a la resolución de la Corte Internacional de Justicia (CIJ) de la  contra Israel, a quien acusa de cometer genocidio por la guerra sobre la Franja de Gaza. https://t.co/5aGGBvDjwg",México,El Financiero,MX,2024-01-26 09:13:10,2024-01-26,1900-01-01 15:13:10,enero,2024,26,viernes,Tarde,23.0,-102.0,Neutral
910,63411,1750899602742522112,milenaeldan,"Guerra entre Israel y Gaza, en directo | El Tribunal de la ONU evita pedir un alto el fuego en Gaza, pero reclama a Israel que tome medidas para impedir un genocidio | Internacional | EL PAÍS https://t.co/ghJiyfilx3",Chile,"Milena Eldan Ors, merluza, del 56 % y del 38 %",CL,2024-01-26 12:12:50,2024-01-26,1900-01-01 15:12:50,enero,2024,26,viernes,Tarde,-30.0,-71.0,Neutral
911,63461,1750899132594556928,AlbertoRodNews,"La CIJ exige a Israel impedir un genocidio con su guerra en Gaza, pero no un alto el fuego https://t.co/q9PWcdofad",Venezuela,AlbertoRodNews,VE,2024-01-26 11:10:58,2024-01-26,1900-01-01 15:10:58,enero,2024,26,viernes,Tarde,8.0,-66.0,Negativo
912,63510,1750898989501660928,ReporteNi,"La CIJ exige a Israel permitir el ingreso de ayuda humanitaria en Gaza. La máxima instancia judicial de la ONU dictaminó este viernes que Israel debe facilitar el ingreso de ayuda humanitaria en Gaza, donde libra desde octubre una guerra contra el... https://t.co/FzvV3r7oQ5",sin ubicación,🇺🇦🇳🇮Reportes Nicas!🇳🇮🇺🇦,sin ubicación,2024-01-26 16:10:23,2024-01-26,1900-01-01 15:10:23,enero,2024,26,viernes,Tarde,,,Neutral
913,63511,1750898922514460928,AlexLutor74,"Genocidio ??Con el poder militar de que Israel tiene Gaza, habría pasado del mapa durante mucho tiempo.Otra cosa que esta guerra es muy fácil de terminar, solo Hamas devuelve el secuestrado, que nadie cobra, ¿por qué?",sin ubicación,AlexLutor,sin ubicación,2024-01-26 16:10:07,2024-01-26,1900-01-01 15:10:07,enero,2024,26,viernes,Tarde,,,Neutral
914,63512,1750898677021868032,Luis_Zanger,"""La Corte Internacional de Justicia no ordenó un alto el fuego inmediato en la guerra de Israel en Gaza, pero ha exigido medidas de emergencia que obliguen a las fuerzas israelíes a reducir el número de muertes de civiles palestinos y a mejorar la situación humanitaria en el territorio ocupado, sin mencionar la masacre del 10/7 ni a los rehenes""
Unos 15 minutos después de la decisión, sonaron alertas rojas en todo Israel por ataques con cohetes en el sur del país.",United States,𝙻𝚞𝚒𝚜 𝚉𝚊𝚗𝚐𝚎𝚛,US,2024-01-26 10:09:09,2024-01-26,1900-01-01 15:09:09,enero,2024,26,viernes,Tarde,38.0,-97.0,Negativo
915,63594,1750898127802928896,lapestilencia,Netanyahu sabe que si petro va a israel/gaza lo declaran rey de los judios/musulmanes se acaba la guerra y unifican la religion.,sin ubicación,Agent Orange.,sin ubicación,2024-01-26 16:06:58,2024-01-26,1900-01-01 15:06:58,enero,2024,26,viernes,Tarde,,,Neutral
